Probe Set Name,Stat Pairs,Stat Pairs Used,Avg Diff,Detection,Detection p-value,Stat Common Pairs,Signal Log Ratio,Signal Log Ratio Low,Avg Diff,Change,Change p-value,Positive,Negative,Pairs,Pairs Used,Pairs InAvg,Pos Fraction,Log Avg,Pos/Neg,Avg Diff,Abs Call,Inc,Dec,Inc Ratio,Dec Ratio,Pos Change,Neg Change,Inc/Dec,DPos-DNeg Ratio,Log Avg Ratio Change,Diff Call,Avg Diff Change,B=A,Fold Change,Sort Score
267559_at,11,11,2990.2,P,0.000244,11,5.6,4.7,2990.2,I,0.00002,,,,,,,,,,,,,,,,,,,,,,,,
267560_at,11,11,152.6,A,0.149658,11,-0.6,-1.3,152.6,NC,0.881991,,,,,,,,,,,,,,,,,,,,,,,,
267561_at,11,11,249.7,P,0.00293,11,-1,-1.6,249.7,D,0.99998,,,,,,,,,,,,,,,,,,,,,,,,
267527_at,11,11,79.6,A,0.303711,11,0,-1.2,79.6,NC,0.296089,,,,,,,,,,,,,,,,,,,,,,,,
267528_at,11,11,2.7,A,0.780518,11,-0.1,-1.7,2.7,NC,0.330589,,,,,,,,,,,,,,,,,,,,,,,,
267529_at,11,11,393.6,P,0.008057,11,1.7,1.4,393.6,I,0.000147,,,,,,,,,,,,,,,,,,,,,,,,
267498_at,11,11,1295.4,P,0.000244,11,-2.5,-3.1,1295.4,D,0.99998,,,,,,,,,,,,,,,,,,,,,,,,
267499_at,11,11,352.7,P,0.008057,11,0.6,-0.4,352.7,NC,0.065566,,,,,,,,,,,,,,,,,,,,,,,,
267500_s_at,11,11,44,A,0.334473,11,0,-0.8,44,NC,0.069813,,,,,,,,,,,,,,,,,,,,,,,,
267501_at,11,11,212.7,P,0.023926,11,-1.2,-1.8,212.7,D,0.99775,,,,,,,,,,,,,,,,,,,,,,,,
267502_at,11,11,96.7,A,0.095215,11,1.7,0.1,96.7,I,0.00249,,,,,,,,,,,,,,,,,,,,,,,,
267503_at,11,11,187.6,P,0.018555,11,-3.2,-3.9,187.6,D,0.99998,,,,,,,,,,,,,,,,,,,,,,,,
267504_at,11,11,182.1,A,0.067627,11,-0.5,-1.2,182.1,D,0.999886,,,,,,,,,,,,,,,,,,,,,,,,
267505_at,11,11,183.5,A,0.129639,11,1.4,0.2,183.5,NC,0.028766,,,,,,,,,,,,,,,,,,,,,,,,
267506_at,11,11,601.3,P,0.008057,11,-0.8,-1.3,601.3,D,0.999611,,,,,,,,,,,,,,,,,,,,,,,,
267507_at,11,11,2332.5,P,0.000244,11,0.7,0.4,2332.5,I,0.000023,,,,,,,,,,,,,,,,,,,,,,,,
267508_at,11,11,129.1,A,0.067627,11,-2.8,-3.5,129.1,D,0.99998,,,,,,,,,,,,,,,,,,,,,,,,
267509_at,11,11,115.3,P,0.046143,11,-3.2,-4.3,115.3,D,0.99998,,,,,,,,,,,,,,,,,,,,,,,,
267510_at,11,11,966.6,P,0.005859,11,-0.9,-1.3,966.6,D,0.99997,,,,,,,,,,,,,,,,,,,,,,,,
267511_at,11,11,316.5,P,0.001221,11,0.3,-0.5,316.5,NC,0.050553,,,,,,,,,,,,,,,,,,,,,,,,
267512_at,11,11,443.8,P,0.000732,11,-0.6,-1.9,443.8,NC,0.633407,,,,,,,,,,,,,,,,,,,,,,,,
267513_at,11,11,984,P,0.000244,11,-0.8,-1.4,984,D,0.999508,,,,,,,,,,,,,,,,,,,,,,,,
267514_at,11,11,146.3,A,0.219482,11,1.9,-0.6,146.3,NC,0.964215,,,,,,,,,,,,,,,,,,,,,,,,
267515_at,11,11,209.8,P,0.000244,11,-0.2,-1.1,209.8,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
267516_at,11,11,1122.4,P,0.000244,11,0.6,0.1,1122.4,NC,0.028766,,,,,,,,,,,,,,,,,,,,,,,,
267517_at,11,11,2884.4,P,0.000244,11,-1.6,-1.9,2884.4,D,0.99998,,,,,,,,,,,,,,,,,,,,,,,,
267518_at,11,11,2740.6,P,0.000244,11,-1.6,-1.7,2740.6,D,0.99998,,,,,,,,,,,,,,,,,,,,,,,,
267519_at,11,11,592.8,P,0.000244,11,1.9,1.6,592.8,I,0.00002,,,,,,,,,,,,,,,,,,,,,,,,
267520_at,11,11,330,P,0.000244,11,-1,-1.7,330,D,0.99751,,,,,,,,,,,,,,,,,,,,,,,,
267521_at,11,11,194,P,0.01416,11,-0.2,-0.8,194,NC,0.861614,,,,,,,,,,,,,,,,,,,,,,,,
267522_at,11,11,6,A,0.80542,11,-0.4,-1.1,6,NC,0.145682,,,,,,,,,,,,,,,,,,,,,,,,
267523_at,11,11,957.9,P,0.000732,11,-1,-1.7,957.9,D,0.99987,,,,,,,,,,,,,,,,,,,,,,,,
267524_at,11,11,743.7,P,0.000244,11,-0.6,-1.3,743.7,NC,0.991489,,,,,,,,,,,,,,,,,,,,,,,,
267525_at,11,11,84.6,P,0.046143,11,0.4,-0.6,84.6,NC,0.284967,,,,,,,,,,,,,,,,,,,,,,,,
267526_at,11,11,3185,P,0.005859,11,-2.2,-2.5,3185,D,0.99998,,,,,,,,,,,,,,,,,,,,,,,,
267492_at,11,11,4692.5,P,0.000244,11,1.4,1,4692.5,I,0.00002,,,,,,,,,,,,,,,,,,,,,,,,
267493_at,11,11,870.3,P,0.000244,11,4.4,3.6,870.3,I,0.00002,,,,,,,,,,,,,,,,,,,,,,,,
267494_at,11,11,1005.9,P,0.000732,11,-2.1,-2.6,1005.9,D,0.99998,,,,,,,,,,,,,,,,,,,,,,,,
267495_at,11,11,52.5,P,0.037598,11,0.2,-1.6,52.5,NC,0.074268,,,,,,,,,,,,,,,,,,,,,,,,
267496_at,11,11,909.5,P,0.000244,11,2.1,1.7,909.5,I,0.00002,,,,,,,,,,,,,,,,,,,,,,,,
267497_at,11,11,11.6,A,0.753906,11,-1,-1.7,11.6,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
267467_at,11,11,487.6,P,0.000732,11,-0.3,-0.5,487.6,D,0.999786,,,,,,,,,,,,,,,,,,,,,,,,
267468_at,11,11,566.8,P,0.000244,11,-0.3,-0.8,566.8,NC,0.669411,,,,,,,,,,,,,,,,,,,,,,,,
267469_at,11,11,202.1,P,0.037598,11,1.2,0.8,202.1,NC,0.00712,,,,,,,,,,,,,,,,,,,,,,,,
267470_at,11,11,4470.9,P,0.000244,11,0.3,0,4470.9,NC,0.011045,,,,,,,,,,,,,,,,,,,,,,,,
267471_at,11,11,285.6,P,0.037598,11,-2.7,-3.4,285.6,D,0.99997,,,,,,,,,,,,,,,,,,,,,,,,
267472_at,11,11,30.3,A,0.466064,11,-0.3,-1.1,30.3,NC,0.894337,,,,,,,,,,,,,,,,,,,,,,,,
267473_at,11,11,262,A,0.111572,11,0.9,0.6,262,NC,0.021224,,,,,,,,,,,,,,,,,,,,,,,,
267474_at,11,11,158.3,M,0.056152,11,-0.7,-1.4,158.3,NC,0.921063,,,,,,,,,,,,,,,,,,,,,,,,
267475_at,11,11,1874.6,P,0.000244,11,1.9,1.5,1874.6,I,0.00002,,,,,,,,,,,,,,,,,,,,,,,,
267476_at,11,11,36.2,A,0.466064,11,1,-0.5,36.2,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
267477_at,11,11,626.6,P,0.000732,11,-0.4,-1.1,626.6,NC,0.854318,,,,,,,,,,,,,,,,,,,,,,,,
267478_at,11,11,86.9,A,0.080566,11,1.5,0.7,86.9,NC,0.429141,,,,,,,,,,,,,,,,,,,,,,,,
267479_at,11,11,6.1,A,0.828613,11,-0.4,-1.4,6.1,NC,0.657563,,,,,,,,,,,,,,,,,,,,,,,,
267480_at,11,11,57.4,A,0.080566,11,0,-1.4,57.4,NC,0.094279,,,,,,,,,,,,,,,,,,,,,,,,
267481_at,11,11,105.6,A,0.080566,11,-1.5,-2.2,105.6,D,0.99996,,,,,,,,,,,,,,,,,,,,,,,,
267482_s_at,11,11,33.6,M,0.056152,11,-2.4,-4.8,33.6,D,0.999034,,,,,,,,,,,,,,,,,,,,,,,,
267483_at,11,11,112.2,A,0.601074,11,-0.8,-1.4,112.2,D,0.99751,,,,,,,,,,,,,,,,,,,,,,,,
267484_at,11,11,4223.2,P,0.000244,11,-0.1,-0.5,4223.2,NC,0.822588,,,,,,,,,,,,,,,,,,,,,,,,
267485_at,11,11,73.9,P,0.023926,11,1.1,0,73.9,I,0.001486,,,,,,,,,,,,,,,,,,,,,,,,
267486_at,11,11,4091.9,P,0.000244,11,2.3,1.6,4091.9,I,0.00002,,,,,,,,,,,,,,,,,,,,,,,,
267487_at,11,11,22.2,A,0.828613,11,0.9,-0.6,22.2,NC,0.955851,,,,,,,,,,,,,,,,,,,,,,,,
267488_at,11,11,125.1,A,0.171387,11,-1,-1.2,125.1,NC,0.532344,,,,,,,,,,,,,,,,,,,,,,,,
267489_s_at,11,11,1003.5,P,0.000244,11,1.9,1.2,1003.5,I,0.00002,,,,,,,,,,,,,,,,,,,,,,,,
267490_at,11,11,2079.2,P,0.000244,11,0.6,0.2,2079.2,I,0.000492,,,,,,,,,,,,,,,,,,,,,,,,
267491_at,11,11,88.8,A,0.5,11,2.5,0.8,88.8,NC,0.105663,,,,,,,,,,,,,,,,,,,,,,,,
267464_at,11,11,115.6,A,0.19458,11,0.5,-0.5,115.6,NC,0.242585,,,,,,,,,,,,,,,,,,,,,,,,
267465_at,11,11,126.7,P,0.010742,11,-2.9,-3.7,126.7,D,0.999786,,,,,,,,,,,,,,,,,,,,,,,,
267466_at,11,11,83.3,A,0.129639,11,0.6,-1.1,83.3,NC,0.145682,,,,,,,,,,,,,,,,,,,,,,,,
267436_at,11,11,6.9,A,0.567627,11,-0.6,-2,6.9,NC,0.493524,,,,,,,,,,,,,,,,,,,,,,,,
267437_at,11,11,25.7,A,0.366211,11,1.4,-0.2,25.7,NC,0.37888,,,,,,,,,,,,,,,,,,,,,,,,
267438_at,11,11,117.4,P,0.023926,11,0.8,-0.1,117.4,NC,0.011045,,,,,,,,,,,,,,,,,,,,,,,,
267439_at,11,11,57.5,A,0.246094,11,0.2,-0.3,57.5,NC,0.307406,,,,,,,,,,,,,,,,,,,,,,,,
267440_at,11,11,50.8,A,0.095215,11,0,-1.2,50.8,NC,0.37888,,,,,,,,,,,,,,,,,,,,,,,,
267441_at,11,11,12.4,A,0.888428,11,0.6,-0.2,12.4,NC,0.416433,,,,,,,,,,,,,,,,,,,,,,,,
267442_at,11,11,1442,P,0.000244,11,0.1,-0.2,1442,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
267443_at,11,11,54.3,A,0.432373,11,0,-1.3,54.3,NC,0.403812,,,,,,,,,,,,,,,,,,,,,,,,
267444_at,11,11,838.6,P,0.000732,11,0.9,0.4,838.6,I,0.000692,,,,,,,,,,,,,,,,,,,,,,,,
267445_at,11,11,62.9,P,0.046143,11,-0.2,-1.3,62.9,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
267446_s_at,11,11,323.7,P,0.018555,11,0.4,0.2,323.7,NC,0.161038,,,,,,,,,,,,,,,,,,,,,,,,
267447_at,11,11,10.9,A,0.780518,11,-0.9,-2.8,10.9,NC,0.185981,,,,,,,,,,,,,,,,,,,,,,,,
267448_at,11,11,1014.3,P,0.000244,11,2,1.3,1014.3,I,0.00002,,,,,,,,,,,,,,,,,,,,,,,,
267449_at,11,11,1.6,A,0.976074,11,-0.5,-4.5,1.6,NC,0.964215,,,,,,,,,,,,,,,,,,,,,,,,
267450_at,11,11,75,A,0.27417,11,0.3,-0.4,75,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
267451_at,11,11,79.4,A,0.095215,11,4.7,4.1,79.4,I,0.000241,,,,,,,,,,,,,,,,,,,,,,,,
267452_at,11,11,23.7,A,0.80542,11,-2.5,-4.2,23.7,NC,0.988955,,,,,,,,,,,,,,,,,,,,,,,,
267453_at,11,11,79.8,A,0.19458,11,0.4,-0.6,79.8,NC,0.242585,,,,,,,,,,,,,,,,,,,,,,,,
267454_at,11,11,1058.9,P,0.000244,11,0.4,0,1058.9,NC,0.467656,,,,,,,,,,,,,,,,,,,,,,,,
267455_at,11,11,145.9,P,0.001953,11,0,-0.9,145.9,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
267456_at,11,11,696.1,P,0.00293,11,-2.2,-3.3,696.1,D,0.999811,,,,,,,,,,,,,,,,,,,,,,,,
267457_at,11,11,56.2,A,0.334473,11,0.1,-0.9,56.2,NC,0.307406,,,,,,,,,,,,,,,,,,,,,,,,
267458_at,11,11,36.4,A,0.5,11,-0.4,-1.7,36.4,NC,0.796129,,,,,,,,,,,,,,,,,,,,,,,,
267459_at,11,11,9.3,A,0.567627,11,-0.5,-2,9.3,NC,0.736659,,,,,,,,,,,,,,,,,,,,,,,,
267460_at,11,11,87.3,A,0.067627,11,-0.6,-1.7,87.3,MD,0.995075,,,,,,,,,,,,,,,,,,,,,,,,
267461_at,11,11,2889,P,0.000244,11,-1.1,-1.6,2889,D,0.999973,,,,,,,,,,,,,,,,,,,,,,,,
267462_at,11,11,76.4,M,0.056152,11,-1.3,-1.5,76.4,D,0.999911,,,,,,,,,,,,,,,,,,,,,,,,
267463_at,11,11,367.6,P,0.018555,11,0.1,-0.6,367.6,NC,0.506476,,,,,,,,,,,,,,,,,,,,,,,,
267435_at,11,11,334.2,P,0.000244,11,-1.7,-2.4,334.2,D,0.999853,,,,,,,,,,,,,,,,,,,,,,,,
267404_at,11,11,138.5,P,0.037598,11,-0.1,-0.9,138.5,NC,0.252851,,,,,,,,,,,,,,,,,,,,,,,,
267405_at,11,11,393,P,0.001953,11,-1.8,-2.5,393,D,0.999977,,,,,,,,,,,,,,,,,,,,,,,,
267406_at,11,11,397.9,P,0.001221,11,-0.3,-0.8,397.9,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
267407_at,11,11,13,A,0.665527,11,-2.6,-4.4,13,NC,0.875448,,,,,,,,,,,,,,,,,,,,,,,,
267408_at,11,11,17.2,A,0.780518,11,0.2,-1.5,17.2,NC,0.506476,,,,,,,,,,,,,,,,,,,,,,,,
267409_at,11,11,541.9,P,0.00293,11,3.1,2.3,541.9,I,0.00002,,,,,,,,,,,,,,,,,,,,,,,,
267410_at,11,11,136.3,P,0.008057,11,-0.7,-1.9,136.3,NC,0.881991,,,,,,,,,,,,,,,,,,,,,,,,
267411_at,11,11,181.8,P,0.046143,11,2.8,1.9,181.8,I,0.00249,,,,,,,,,,,,,,,,,,,,,,,,
267412_at,11,11,166.4,P,0.046143,11,1.1,0.5,166.4,I,0.000346,,,,,,,,,,,,,,,,,,,,,,,,
267413_at,11,11,227.7,M,0.056152,11,0.3,-0.7,227.7,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
267414_at,11,11,187.3,P,0.000732,11,5.4,2.9,187.3,I,0.00002,,,,,,,,,,,,,,,,,,,,,,,,
267415_at,11,11,470.3,P,0.000732,11,0.7,-0.1,470.3,NC,0.018128,,,,,,,,,,,,,,,,,,,,,,,,
267416_at,11,11,103.3,A,0.067627,11,-0.4,-0.8,103.3,NC,0.747149,,,,,,,,,,,,,,,,,,,,,,,,
267417_at,11,11,142.4,A,0.303711,11,0.4,0,142.4,NC,0.065566,,,,,,,,,,,,,,,,,,,,,,,,
267418_at,11,11,149.9,P,0.01416,11,0.5,-0.4,149.9,NC,0.012024,,,,,,,,,,,,,,,,,,,,,,,,
267419_at,11,11,766.5,P,0.000732,11,-0.8,-1.1,766.5,D,0.999853,,,,,,,,,,,,,,,,,,,,,,,,
267420_at,11,11,115.5,A,0.149658,11,1.2,0.1,115.5,NC,0.124552,,,,,,,,,,,,,,,,,,,,,,,,
267421_at,11,11,297.3,P,0.001221,11,-0.9,-1.7,297.3,NC,0.992212,,,,,,,,,,,,,,,,,,,,,,,,
267422_at,11,11,758.7,P,0.00415,11,-1.9,-2.4,758.7,D,0.99998,,,,,,,,,,,,,,,,,,,,,,,,
267423_at,11,11,195.3,P,0.000244,11,-0.2,-0.6,195.3,NC,0.990708,,,,,,,,,,,,,,,,,,,,,,,,
267424_at,11,11,17.6,A,0.171387,11,0.5,-1.2,17.6,NC,0.252851,,,,,,,,,,,,,,,,,,,,,,,,
267425_at,11,11,550.2,P,0.000244,11,-0.7,-1,550.2,D,0.99998,,,,,,,,,,,,,,,,,,,,,,,,
267426_at,11,11,29.4,A,0.80542,11,-0.8,-2.3,29.4,NC,0.657563,,,,,,,,,,,,,,,,,,,,,,,,
267427_at,11,11,2.2,A,0.870361,11,0.3,-0.3,2.2,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
267428_at,11,11,108,P,0.023926,11,-1,-1.3,108,D,0.99997,,,,,,,,,,,,,,,,,,,,,,,,
267429_at,11,11,389.5,P,0.00415,11,-1.1,-1.7,389.5,D,0.999833,,,,,,,,,,,,,,,,,,,,,,,,
267430_at,11,11,636.6,P,0.000244,11,-2,-2.5,636.6,D,0.99998,,,,,,,,,,,,,,,,,,,,,,,,
267431_at,11,11,16.9,A,0.633789,11,0,-0.7,16.9,NC,0.138386,,,,,,,,,,,,,,,,,,,,,,,,
267432_at,11,11,422.6,P,0.000244,11,-2.7,-3,422.6,D,0.99998,,,,,,,,,,,,,,,,,,,,,,,,
267433_at,11,11,366.7,P,0.000732,11,-0.7,-1.3,366.7,NC,0.958799,,,,,,,,,,,,,,,,,,,,,,,,
267434_at,11,11,131.9,A,0.5,11,-0.4,-0.9,131.9,NC,0.930187,,,,,,,,,,,,,,,,,,,,,,,,
267400_at,11,11,1102.4,P,0.000244,11,1.8,1.2,1102.4,I,0.00002,,,,,,,,,,,,,,,,,,,,,,,,
267401_at,11,11,96.4,A,0.171387,11,-1.2,-2.6,96.4,NC,0.977068,,,,,,,,,,,,,,,,,,,,,,,,
267402_at,11,11,184.3,P,0.010742,11,0.4,-0.4,184.3,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
267403_at,11,11,4.8,A,0.466064,11,-1.7,-3.1,4.8,NC,0.506476,,,,,,,,,,,,,,,,,,,,,,,,
267372_at,11,11,71.6,A,0.27417,11,4.6,3.8,71.6,I,0.001077,,,,,,,,,,,,,,,,,,,,,,,,
267373_at,11,11,556.6,P,0.000244,11,0.6,-0.4,556.6,NC,0.105663,,,,,,,,,,,,,,,,,,,,,,,,
267374_at,11,11,1106,P,0.000244,11,-0.9,-1.4,1106,D,0.999811,,,,,,,,,,,,,,,,,,,,,,,,
267375_at,11,11,732.8,P,0.000244,11,1.1,0.9,732.8,I,0.000068,,,,,,,,,,,,,,,,,,,,,,,,
267376_at,11,11,7.6,A,0.962402,11,-3,-4.3,7.6,D,0.999034,,,,,,,,,,,,,,,,,,,,,,,,
267377_at,11,11,3254.4,P,0.000244,11,-1.8,-2.1,3254.4,D,0.99998,,,,,,,,,,,,,,,,,,,,,,,,
267378_at,11,11,366.3,P,0.018555,11,-0.5,-1.1,366.3,MD,0.995075,,,,,,,,,,,,,,,,,,,,,,,,
267379_at,11,11,282.9,P,0.00293,11,-1.5,-2,282.9,D,0.99998,,,,,,,,,,,,,,,,,,,,,,,,
267380_at,11,11,109.3,P,0.046143,11,-0.5,-1.2,109.3,NC,0.875448,,,,,,,,,,,,,,,,,,,,,,,,
267381_at,11,11,1183.1,P,0.000732,11,2.3,1.4,1183.1,I,0.00002,,,,,,,,,,,,,,,,,,,,,,,,
267382_at,11,11,121.2,A,0.246094,11,0.4,-0.4,121.2,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
267383_at,11,11,689.3,P,0.010742,11,-0.1,-0.5,689.3,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
267384_at,11,11,39.2,A,0.466064,11,2.2,0.5,39.2,NC,0.37888,,,,,,,,,,,,,,,,,,,,,,,,
267385_at,11,11,36.3,A,0.246094,11,2.2,0.8,36.3,NC,0.038415,,,,,,,,,,,,,,,,,,,,,,,,
267386_at,11,11,149.2,A,0.080566,11,0.9,0,149.2,NC,0.054022,,,,,,,,,,,,,,,,,,,,,,,,
267387_at,11,11,207.7,A,0.067627,11,0.7,0,207.7,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
267388_at,11,11,84.7,M,0.056152,11,0.7,-0.6,84.7,NC,0.454766,,,,,,,,,,,,,,,,,,,,,,,,
267389_at,11,11,807.6,P,0.000732,11,3.2,2.8,807.6,I,0.000035,,,,,,,,,,,,,,,,,,,,,,,,
267390_at,11,11,22.4,A,0.171387,11,-0.8,-2.4,22.4,NC,0.124552,,,,,,,,,,,,,,,,,,,,,,,,
267391_at,11,11,2.3,A,0.943848,11,0,-1.2,2.3,NC,0.980376,,,,,,,,,,,,,,,,,,,,,,,,
267392_at,11,11,5301,P,0.000244,11,1.8,1.5,5301,I,0.00002,,,,,,,,,,,,,,,,,,,,,,,,
267393_at,11,11,636.7,P,0.000244,11,2.4,1.7,636.7,I,0.00002,,,,,,,,,,,,,,,,,,,,,,,,
267394_s_at,11,11,8.2,A,0.398926,11,-0.9,-2.6,8.2,NC,0.814019,,,,,,,,,,,,,,,,,,,,,,,,
267395_at,11,11,7.5,A,0.567627,11,-0.5,-2.1,7.5,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
267396_at,11,11,327.3,P,0.000732,11,-1.1,-2.1,327.3,D,0.99775,,,,,,,,,,,,,,,,,,,,,,,,
267397_at,11,11,147.6,P,0.000732,11,-1.6,-3.5,147.6,NC,0.989865,,,,,,,,,,,,,,,,,,,,,,,,
267398_at,11,11,2.9,A,0.870361,11,-3.1,-4.7,2.9,NC,0.777251,,,,,,,,,,,,,,,,,,,,,,,,
267399_at,11,11,2.5,A,0.969727,11,0.9,0.8,2.5,NC,0.041201,,,,,,,,,,,,,,,,,,,,,,,,
267365_at,11,11,621.2,P,0.00415,11,-0.3,-0.8,621.2,NC,0.977068,,,,,,,,,,,,,,,,,,,,,,,,
267366_at,11,11,3414.8,P,0.000244,11,0.9,0.8,3414.8,I,0.00003,,,,,,,,,,,,,,,,,,,,,,,,
267367_at,11,11,578.5,P,0.000732,11,-1.6,-2.4,578.5,D,0.999833,,,,,,,,,,,,,,,,,,,,,,,,
267368_at,11,11,5943.8,P,0.000244,11,0.5,0.2,5943.8,NC,0.022932,,,,,,,,,,,,,,,,,,,,,,,,
267369_at,11,11,43.1,A,0.19458,11,0.3,-1,43.1,D,0.995927,,,,,,,,,,,,,,,,,,,,,,,,
267370_at,11,11,666,P,0.001953,11,-1,-1.5,666,D,0.99998,,,,,,,,,,,,,,,,,,,,,,,,
267371_at,11,11,107.5,P,0.046143,11,0.2,-1.3,107.5,NC,0.62112,,,,,,,,,,,,,,,,,,,,,,,,
267341_at,11,11,1107.4,P,0.000244,11,2.3,1.8,1107.4,I,0.00002,,,,,,,,,,,,,,,,,,,,,,,,
267342_at,11,11,1441.1,P,0.000244,11,0.9,0.3,1441.1,I,0.000214,,,,,,,,,,,,,,,,,,,,,,,,
267343_at,11,11,36.1,A,0.303711,11,0.4,-1.1,36.1,NC,0.169098,,,,,,,,,,,,,,,,,,,,,,,,
267344_at,11,11,101.4,M,0.056152,11,0.7,-0.1,101.4,I,0.001651,,,,,,,,,,,,,,,,,,,,,,,,
267345_at,11,11,9.7,A,0.904785,11,-0.3,-1.4,9.7,NC,0.692594,,,,,,,,,,,,,,,,,,,,,,,,
267346_at,11,11,359.2,P,0.000732,11,0.5,0.1,359.2,NC,0.022932,,,,,,,,,,,,,,,,,,,,,,,,
267347_at,11,11,642.6,P,0.000244,11,2.6,1.8,642.6,I,0.00002,,,,,,,,,,,,,,,,,,,,,,,,
267348_at,11,11,471,P,0.010742,11,-0.2,-1.4,471,NC,0.949447,,,,,,,,,,,,,,,,,,,,,,,,
267349_at,11,11,27.8,A,0.696289,11,0.8,0.4,27.8,NC,0.145682,,,,,,,,,,,,,,,,,,,,,,,,
267350_at,11,11,51,A,0.19458,11,0.4,-0.6,51,NC,0.019624,,,,,,,,,,,,,,,,,,,,,,,,
267351_at,11,11,138.8,P,0.023926,11,-0.6,-1.6,138.8,NC,0.805199,,,,,,,,,,,,,,,,,,,,,,,,
267352_at,11,11,17.3,A,0.601074,11,0.5,-0.6,17.3,NC,0.026698,,,,,,,,,,,,,,,,,,,,,,,,
267353_at,11,11,286.3,P,0.008057,11,-0.4,-0.9,286.3,NC,0.786812,,,,,,,,,,,,,,,,,,,,,,,,
267354_at,11,11,118.7,A,0.080566,11,1.8,0.7,118.7,NC,0.00712,,,,,,,,,,,,,,,,,,,,,,,,
267355_at,11,11,93.1,A,0.334473,11,-0.7,-1.5,93.1,NC,0.958799,,,,,,,,,,,,,,,,,,,,,,,,
267356_at,11,11,43.5,A,0.334473,11,-3.2,-4.6,43.5,D,0.99994,,,,,,,,,,,,,,,,,,,,,,,,
267357_at,11,11,7561.1,P,0.000244,11,5.6,4.5,7561.1,I,0.00002,,,,,,,,,,,,,,,,,,,,,,,,
267358_at,11,11,365.5,P,0.005859,11,0,-0.8,365.5,NC,0.570859,,,,,,,,,,,,,,,,,,,,,,,,
267359_at,11,11,125.3,P,0.00293,11,-1.2,-2.3,125.3,MD,0.994591,,,,,,,,,,,,,,,,,,,,,,,,
267360_at,11,11,2022,P,0.000732,11,-0.5,-0.9,2022,NC,0.978776,,,,,,,,,,,,,,,,,,,,,,,,
267361_at,11,11,381.8,P,0.000244,11,0.3,-0.4,381.8,NC,0.169098,,,,,,,,,,,,,,,,,,,,,,,,
267362_at,11,11,206.3,P,0.005859,11,-1.8,-2.1,206.3,D,0.99998,,,,,,,,,,,,,,,,,,,,,,,,
267363_at,11,11,1225.6,P,0.000732,11,-0.1,-0.6,1225.6,NC,0.583567,,,,,,,,,,,,,,,,,,,,,,,,
267364_at,11,11,438.3,P,0.001953,11,2,1.2,438.3,I,0.00006,,,,,,,,,,,,,,,,,,,,,,,,
267337_at,11,11,575.6,P,0.000732,11,0.4,-0.1,575.6,I,0.00225,,,,,,,,,,,,,,,,,,,,,,,,
267338_at,11,11,982,P,0.000732,11,-0.3,-1.3,982,NC,0.558077,,,,,,,,,,,,,,,,,,,,,,,,
267339_at,11,11,12.3,A,0.72583,11,-1.1,-1.7,12.3,NC,0.796129,,,,,,,,,,,,,,,,,,,,,,,,
267340_at,11,11,2148.8,P,0.000244,11,-0.8,-1.4,2148.8,D,0.999562,,,,,,,,,,,,,,,,,,,,,,,,
267310_at,11,11,127.6,A,0.171387,11,-0.8,-2,127.6,NC,0.934434,,,,,,,,,,,,,,,,,,,,,,,,
267311_at,11,11,45.3,A,0.5,11,0.9,-0.4,45.3,NC,0.736659,,,,,,,,,,,,,,,,,,,,,,,,
267312_at,11,11,962.8,P,0.001953,11,0.2,0,962.8,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
267313_at,11,11,15.2,A,0.870361,11,0.3,-0.8,15.2,NC,0.822588,,,,,,,,,,,,,,,,,,,,,,,,
267314_at,11,11,381.2,P,0.00293,11,-0.1,-0.7,381.2,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
267315_at,11,11,257.5,P,0.001221,11,-1.9,-2.6,257.5,D,0.99998,,,,,,,,,,,,,,,,,,,,,,,,
267316_at,11,11,105.2,A,0.149658,11,-1.1,-3,105.2,NC,0.894337,,,,,,,,,,,,,,,,,,,,,,,,
267317_at,11,11,76.3,A,0.633789,11,0.7,-0.5,76.3,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
267318_at,11,11,2780.7,P,0.000244,11,1.3,0.9,2780.7,I,0.000241,,,,,,,,,,,,,,,,,,,,,,,,
267319_at,11,11,1516.6,P,0.000244,11,0.6,0,1516.6,NC,0.044149,,,,,,,,,,,,,,,,,,,,,,,,
267320_at,11,11,3.2,A,0.98584,11,0.1,-0.4,3.2,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
